
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Yeni
buildtoolbar_popup_staff_armedguard     Armed with a shotgun, prisoners will think twice before attacking this fellow.\n\nNote: Each armed guard requires his own locker in the Armoury.
buildtoolbar_popup_staff_doctor			Automatically heals all nearby injured people, whether they are guards or prisoners.
buildtoolbar_popup_staff_cook			Feeds your prisoners with the meals they prepare.
buildtoolbar_popup_staff_gardener		Keeps your prison grounds nice and tidy.
buildtoolbar_popup_staff_janitor		Keeps the inside of your prison nice and tidy. Can also help with the prison laundry.
buildtoolbar_popup_staff_warden			The grand overseer of your prison. Required before you can research and hire advanced staff members.
buildtoolbar_popup_staff_chief			An advanced staff member that gives access to the deployment, CCTV, and riot guards research items.
buildtoolbar_popup_staff_foreman		An advanced staff member that allows you to gain access to Janitors and Gardeners.
buildtoolbar_popup_staff_psychologist	An advanced staff member that allows you to gain an insight in to the minds of your prisoners. 
buildtoolbar_popup_staff_accountant		An advanced staff member that gives access to your financial reports.
buildtoolbar_popup_staff_lawyer			An advanced staff member that helps you bend some of the rules for greater control over your prison.
buildtoolbar_popup_staff_sniper         A highly trained marksman who will automatically occupy an empty Guard Tower if one is available. Will fire a number of warning shots at prisoners causing trouble within the prison walls before taking a target down. Escaping prisoners are given no such warnings.

buildtoolbar_popup_uts_powerstation		Generates electricity to be used in your prison.
buildtoolbar_popup_uts_capacitor		Increases the amount of electricity generated when placed next to a power station.
buildtoolbar_popup_uts_electricalcable	Distributes electricity around your prison.
buildtoolbar_popup_uts_powerswitch		Toggles the availability of electricity to any cable connected to it.\n\nRight click to toggle on/off state.
buildtoolbar_popup_uts_waterpumpstation	Provides a source of water to your prison.
buildtoolbar_popup_uts_pipevalve		Toggles the availability of water to any pipe connected to it.
buildtoolbar_popup_uts_pipelarge		Distributes a large volume of water around your prison, under high pressure. Probably big enough for someone to crawl to freedom through five hundred yards of shit smelling foulness.\n\nPlease note: not generally used to connect to sinks, shower heads etc. - the pressure is too high. Use a small pipe for that.
buildtoolbar_popup_uts_pipesmall		Used to connect items like toilets, showers, sinks etc, to your large pipe network. The pressure is much lower, so there is a limited length that a small pipe can run for before the pressure becomes too low.
buildtoolbar_popup_uts_cctv				Keep an eye on your prison without the need for guards to be everywhere at once.\n\nYou must Connect a CCTV Monitor to this camera for it to work.
buildtoolbar_popup_uts_cctvmonitor		Designed to be built in a Security Room, and operated by a Guard. Monitors the CCTV cameras around your prison remotely.\n\nUse the Connect tool to connect this monitor to your CCTV cameras.\n\nNote: A maximum of eight cameras can be viewed at once. If you connect more than eight cameras, the monitor will cycle through them gradually, giving only partial coverage.
buildtoolbar_popup_uts_DoorControlSystem  Designed to be built in a Security Room, and operated by a Guard. Can be used to remotely open doors around your prison.\n\nUse the Connect tool to connect this system to your Door Servos. The Door Servos should be built over the doors you wish to control remotely.\n\nNote: You can connect this to as many Servos as you wish, however the Guard operating the system can open a maximum of two doors per second.
buildtoolbar_popup_uts_phonemonitor     Designed to be built in a Security Room and operated by a Guard. Allows you to monitor all outgoing phone calls made by inmates, giving you vital insights into planned illegal activity.\n\nUse the Connect tool to connect this system to your Phone Booths.
buildtoolbar_popup_uts_Servo            Place a servo over a door you wish to control remotely. Ensure the motor gear is directly above the door.\n\nOnce installed, the door will be opened when the Servo itself is triggered - typically by a Door Control System, or a Door Timer.\n\nServos can be chained together, so that when the first one opens it will trigger the later ones.
buildtoolbar_popup_uts_LogicCircuit     Advanced architects only.\n\nA simple circuit box that performs a logical operation based on its inputs, and sets its output accordingly.\n\nAvailable operations: And / Or / Not / Nand / Nor / Xor\n\nRight click to cycle through logical operations.
buildtoolbar_popup_uts_LogicBridge      Advanced architects only.\n\nTakes its incoming signal, and bridges it onto Electrical Cable installed in the same square. That Electrical cable will carry the signal to any other Logic Circuits installed on the same Electrical Cable.\n\nCan be used to 'broadcast' a common signal all around your prison, eg Useful to pass around a common Clock signal.
buildtoolbar_popup_uts_DoorTimer        Can be used to automatically open doors at certain times of day.\n\nUse the Connect tool to connect this timer to your Door Servos.
buildtoolbar_popup_uts_Wire             Connect your remote access systems together.
buildtoolbar_popup_uts_showallwires		Show every connected wire in your prison.
buildtoolbar_popup_uts_remotedoor       A strong metal door that cannot be opened with a key (Can only be opened remotely). Use this to prevent mass escape events when a prisoner has Jail Keys.
buildtoolbar_popup_uts_dismantleutility	Remove a utility object from your prison.
buildtoolbar_popup_uts_pressurepad      Sends a signal to connected objects whenever something is on top of the pad.
buildtoolbar_popup_uts_statuslight      Lights up either red or green, depending on the signal it is receiving. 

buildtoolbar_popup_autolights_name      Auto Lights
buildtoolbar_popup_autolights           Automatic Light Placement
buildtoolbar_popup_autolights_desc      When selected, lights will automatically be placed throughout your newly created buildings once they are finished.

buildtoolbar_contraband_source          Shows all the locations around your prison that contraband could be stolen from.
buildtoolbar_contraband_day             Shows all contraband confiscated in the last 24 hours. The icons show where the contraband was confiscated.
buildtoolbar_contraband_week            Shows all contraband confiscated in the last 7 days. The icons show where the contraband was confiscated.
buildtoolbar_contraband_alltime         Shows all contraband confiscated in the history of your prison. The icons show where the contraband was confiscated.
buildtoolbar_contraband_stolenfrom		Shows all contraband from the last 7 days. The icons show where the contraband was stolen from, or smuggled into the prison.
buildtoolbar_contraband_informants      Shows information gathered by your confidential informants.
buildtoolbar_contraband_gangs           Shows information about your prison's gangs.


buildtoolbar_deployment_SharedZone      All prisoners will be allowed in this sector.
buildtoolbar_deployment_MinSecZone      Only minimum security prisoners will be permitted to enter this sector.
buildtoolbar_deployment_MedSecZone      Only medium security prisoners will be permitted to enter this sector.
buildtoolbar_deployment_MaxSecZone      Only maximum security prisoners will be permitted to enter this sector.
buildtoolbar_deployment_ProtectedZone   Only 'protected custody' prisoners will be permitted to enter this sector.
buildtoolbar_deployment_SuperMaxZone    Only 'superMax' security prisoners will be permitted to enter this sector.
buildtoolbar_deployment_DeathRowZone    Only 'death row' prisoners will be permitted to enter this sector.
buildtoolbar_deployment_StaffOnlyZone   Only staff will be permitted to enter this sector.
buildtoolbar_deployment_UnlockedZone    Anyone will be permitted to enter this zone, and all doors will be unlocked.
buildtoolbar_deployment_accessonly		People will try to avoid Access-Only zones if possible, preferring to take other routes around your prison.
buildtoolbar_deployment_prisonerdirection Click and drag to paint floor signage.\n\nThis gives a hint to your prisoners on which way to go.\nHelps to control the flow of people in your prison.
buildtoolbar_deployment_staffdirection  Click and drag to paint floor signage.\n\nThis gives a hint to non-prisoners on which way to go.\nHelps to control the flow of people in your prison.

buildtoolbar_quickbuild_clone           The Clone tool lets you select an area of your prison to copy, and then place that area again. With the Clone tool selected, hold the Right Mouse button and drag an area that you want to copy. Then, Left Click somewhere else in the prison to queue up construction of a copy of that area.

# The ~ and ^ characters in front of some of the lines in the buildtoolbar_popup_help section are colour codes and should be preserved during translation

buildtoolbar_popup_help_targettingfood_1    The Food Distribution view shows you which cell blocks are being served by which canteens, and which canteens are being supplied by which kitchens. You can also see the current supply and demand of currently active kitchens and canteens (cooking starts 4 hours before the next Eat regime).
buildtoolbar_popup_help_targettingfood_2    ~Left Click a cell block, and then Left Click a canteen to force the selected cell block to use that Canteen. You can also change which kitchens target which canteens in the same way. Right Clicking a zone will cause its targeting to reset to default.\n\n
buildtoolbar_popup_help_targettingfood_3    ~Holding Shift while Left Clicking will let you target multiple rooms.\n\n
buildtoolbar_popup_help_targettingfood_4    ^Tips
buildtoolbar_popup_help_targettingfood_5    - If you find a Cell Block or Kitchen isn't targeting a canteen as you would expect, try Right-Clicking it to force it to reset.
buildtoolbar_popup_help_targettingfood_6    - If you notice that your Supply to a canteen doesn't fill all the way up during an Eat session, it's a good indication that it's overloaded and you need to be able to cook more food.

buildtoolbar_popup_help_targettinglaundry_1 The Laundry Distribution view shows you which cell blocks, dormitories and receptions are being targeted by which laundry rooms.\n\n
buildtoolbar_popup_help_targettinglaundry_2 ~Left Clicking a Laundry and then Left Clicking a cell block, dormitory or reception to make the laundry serve that room. Hold Shift to target multiple rooms.
